	APOD	CCDC92	CYS1	GSDME	ST8SIA5	STARD3NL	TMEM245	TSPYL5	VAT1
TCGA.D7.A6EV	2.278849429	3.213544967	2.260615834	2.855361563	0.461832745	3.298252353	3.512224866	2.436788699	3.441319617
TCGA.D7.A6EX	3.495440884	3.635118972	2.93661402	3.425414919	1.988062748	3.368273747	3.581732371	3.608253661	3.57858369
TCGA.D7.A6EY	3.560892632	3.297864844	2.985621756	3.059011214	1.411632892	3.277110149	3.595220291	3.021850788	3.602608923
TCGA.D7.A6EZ	2.763676347	3.469681307	2.192171594	2.675901449	0.97860509	3.330001304	3.632266184	2.663183592	3.473744303
TCGA.D7.A6F0	3.833545359	3.367707489	3.461167991	3.279689248	0	3.385787946	3.54852707	3.60326729	3.703203515
TCGA.D7.A6F2	3.401214228	3.369904089	2.733867551	2.970717797	0	3.311434469	3.591674926	2.944248715	3.582435009
TCGA.D7.A747	3.848212063	3.623214738	3.50178182	3.098017363	2.079282171	3.360109781	3.878329938	3.377122249	3.642178778
TCGA.D7.A748	3.88553365	3.538679644	3.228904653	3.28028286	0	3.337233467	3.483355582	3.186548507	3.729109581
TCGA.D7.A74A	2.86562974	3.475239872	2.397029723	2.260935528	0.904338399	3.3168577	3.534532219	2.491454346	3.563689978
TCGA.EQ.8122	3.456633471	3.438883476	3.056021812	3.080571497	1.108232699	3.251077947	3.575138872	3.155392773	3.746107587
TCGA.EQ.A4SO	2.436321411	3.29375951	2.025318948	2.543722155	1.093265067	3.397148318	3.657817066	3.533728458	3.515662017
TCGA.F1.6874	2.277439459	3.275019641	2.277439459	2.980204784	1.491915389	3.234251894	3.590408431	2.888563443	3.603214568
TCGA.F1.6875	2.699932365	3.473471794	1.726560934	3.156251395	1.266174846	3.329698154	3.609506058	3.574593216	3.773931558
TCGA.F1.A448	3.00857766	3.3296846	2.623843741	2.965400124	1.481547247	3.232488136	3.566025799	3.112812319	3.627382353
TCGA.F1.A72C	3.108067624	3.60570607	2.888099414	2.996788828	1.821926685	3.356895786	3.424433068	3.040239368	3.56435411
TCGA.FP.7735	3.594367527	3.535886671	2.961290213	2.752185036	1.20995481	3.409194973	3.579144855	3.376853797	3.864572861
TCGA.FP.7829	2.959569289	3.201638032	2.846190424	2.94244073	2.219131406	3.329886369	3.505524586	2.921148002	3.571774796
TCGA.FP.7916	3.723403563	3.448456122	2.978366625	2.910853158	1.181315928	3.399281629	3.620411255	3.115720751	3.537605529
TCGA.FP.7998	3.364187534	3.412802513	2.95370213	3.044096392	0.803103	3.302480182	3.666569136	3.168185946	3.590165334
TCGA.FP.8099	3.249511998	3.498572653	2.993819338	2.98643732	0.516086905	3.3075116	3.598573108	2.825429868	3.66075861
TCGA.FP.8209	3.701985225	3.568502518	3.467592537	2.984599111	1.730690527	3.285173519	3.785442931	3.464840028	3.667357488
TCGA.FP.8210	3.771346513	3.502431579	3.193487741	3.027021852	2.058604508	3.241925884	3.677151589	3.320530746	3.647693286
TCGA.FP.8211	2.998403122	3.460231797	2.391277771	2.761198171	0	3.320188694	3.275316108	2.81045002	3.539885048
TCGA.FP.8631	3.612883393	3.40606661	3.345927783	3.255864836	1.703829085	3.361639511	3.552444992	3.230043957	3.551575038
TCGA.FP.A4BE	2.837429277	3.469805347	2.389672264	2.814192647	0.396573253	3.04412195	3.484815937	2.811966682	3.573239993
TCGA.FP.A4BF	3.692206157	3.523666743	3.058653198	3.14899914	1.382737087	3.340147663	3.542056103	3.082639944	3.637720549
TCGA.FP.A8CX	3.594567925	3.365706257	2.355405145	2.915087691	0	3.293250319	3.498212236	2.982192736	3.496878894
TCGA.FP.A9TM	3.158333601	3.407377422	2.659655845	2.577455486	2.042552579	3.269417146	3.621160848	2.956819802	3.445687253
TCGA.HF.7132	3.60105466	3.439648916	2.726568295	2.845217042	1.516100018	3.287233211	3.601715503	3.027222408	3.58545917
TCGA.HF.7133	3.148449102	3.374414546	2.706216968	3.597000451	1.45681779	3.276085721	3.594711178	3.35469402	3.591275906
TCGA.HF.7134	2.737106096	3.427579043	2.21430347	2.678638532	0.991247305	3.159905305	3.611225582	2.681145991	3.521821104
TCGA.HF.A5NB	1.917171987	3.285104699	1.5049483	2.542881872	0.382345538	3.118351144	3.541200407	2.530851916	3.518515008
TCGA.HJ.7597	2.85661596	3.497621207	3.259870767	3.094285327	1.939057065	3.329396875	3.679522425	2.75753691	3.694680019
TCGA.HU.8238	3.392430739	3.352317213	2.252779383	2.690342476	1.493618773	3.269231201	3.573668951	2.864593279	3.589740833
TCGA.HU.8243	3.8307414	3.25733591	2.370467495	3.260373297	1.994239614	3.300373613	3.564391417	3.29718525	3.669831914
TCGA.HU.8244	2.597780438	3.387811726	1.753463499	1.926030522	0.744085775	3.232803323	3.536918783	2.485598961	3.474183468
TCGA.HU.8249	3.037845094	3.48520459	2.556643149	2.751773556	0.688618099	3.416394929	3.553365359	3.105966485	3.342462813
TCGA.HU.8602	1.696459916	3.163874282	1.917485467	2.915545118	1.763426606	3.299951309	3.56377285	2.66366613	3.624457434
TCGA.HU.8604	3.634143578	3.342409029	2.813503955	3.083625388	0.70300051	3.335961635	3.513938728	2.960146983	3.596087552
TCGA.HU.8608	2.145818441	3.182370372	1.910743898	2.902386806	0	3.296976966	3.595783992	2.966902296	3.553384462
TCGA.HU.8610	3.815915021	3.387938769	2.391056092	3.051482841	0	3.266148083	3.56770094	2.96347467	3.681747649
TCGA.HU.A4G2	2.780184122	3.311281161	2.178637539	2.796771975	0	3.407715013	3.626840407	2.840737339	3.54419389
TCGA.HU.A4G3	3.25955646	3.353310895	2.730939022	2.527077248	1.357400105	3.280370906	3.631672051	2.878737866	3.508543373
TCGA.HU.A4G6	2.719620645	3.306431075	1.890920174	2.218115786	0.8572272	3.377903754	3.72587258	2.389034896	3.583188835
TCGA.HU.A4G8	2.622393147	3.18894527	2.28862905	2.765224512	0.973734666	3.307431433	3.567523289	2.667869409	3.526577276
TCGA.HU.A4G9	1.860704344	3.25374682	1.590531591	1.860704344	0.603349747	3.274662104	3.596567033	2.265104127	3.537066255
TCGA.HU.A4GC	3.51182737	3.487928137	2.76121326	2.403500051	1.189188017	3.352252291	3.598621862	3.446109232	3.604674755
TCGA.HU.A4GD	3.497033289	3.593603087	2.892907089	3.237426713	2.247065221	3.425473211	3.537756519	3.381698401	3.460821988
TCGA.HU.A4GF	2.924294247	3.417225053	2.611785192	3.087479566	1.558675355	3.372463017	3.518827683	2.7057147	3.632685671
TCGA.HU.A4GH	3.145914499	3.44944229	2.157859779	3.026079797	1.205957852	3.345880617	3.573771824	3.192800209	3.47054659
TCGA.HU.A4GJ	3.442801018	3.399241803	3.170799441	2.784031645	2.440358807	3.283885527	3.569492139	3.246889699	3.543842441
TCGA.HU.A4GN	2.270985793	3.165871588	2.156724038	2.460563113	0.775702447	2.96591144	3.550555722	2.633976628	3.426711036
TCGA.HU.A4GP	2.86092477	3.318077074	2.353215905	2.505048663	1.042289731	3.250966312	3.57973165	2.792973395	3.428056447
TCGA.HU.A4GQ	3.477361698	3.460959974	2.914510702	2.776391292	0	3.381941051	3.652323603	3.044516383	3.494936407
TCGA.HU.A4GT	2.930608445	3.307125008	2.252657378	2.751049826	0.518997741	3.322222825	3.473519768	2.628529797	3.423548288
TCGA.HU.A4GU	1.438408284	3.287306645	3.055653702	2.698784203	0.444290923	3.328032272	3.632981662	2.578260489	3.511193167
TCGA.HU.A4GX	3.142466028	3.320550572	2.454160598	2.579453731	0.788709448	3.352930878	3.568750389	3.122124144	3.427893296
TCGA.HU.A4GY	3.767604265	3.437987361	2.878996652	3.105035771	1.570931153	3.292381638	3.557578752	3.225329438	3.662451028
TCGA.HU.A4H0	2.857642952	3.129973041	2.085208585	2.628344557	0.983115989	3.40558239	3.594293114	2.548311815	3.673799543
TCGA.HU.A4H2	3.250534517	3.292003098	2.544813721	2.752985224	1.197061977	3.336184364	3.579461126	2.719023067	3.624020181
TCGA.HU.A4H3	2.565559491	3.435514663	2.427736771	2.726670666	0.970247475	2.886330527	3.551762025	2.583269528	3.633322691
TCGA.HU.A4H4	2.627613487	3.407276215	2.048994842	2.782233284	1.038495457	3.402270737	3.503283151	2.719790848	3.477265264
TCGA.HU.A4H5	2.743061239	3.322028761	1.828574921	2.724571639	1.580150745	3.338092892	3.667769483	2.659631087	3.717877859
TCGA.HU.A4H6	3.243478488	3.355273367	2.631028392	2.567992772	2.112064942	3.276665159	3.598903038	3.025012379	3.56854463
TCGA.HU.A4HB	3.291084634	3.404228602	3.05469455	3.127188768	1.919497118	3.324486315	3.523588663	3.303046207	3.626558232
TCGA.HU.A4HD	3.360284881	3.312429886	2.662966858	3.312231673	1.498464989	3.371255883	3.652588978	3.338070174	3.74687142
TCGA.IN.7806	3.459635732	3.491700613	2.202672169	2.750453499	0.803245348	3.232557538	3.632866671	2.903938682	3.603257469
TCGA.IN.7808	3.416398025	3.489330695	2.685739351	2.89678821	2.256333283	3.29615303	3.607947969	3.151227861	3.491142328
TCGA.IN.8462	3.707172688	3.542022433	2.981521008	2.865420687	1.567109339	3.356887384	3.635151763	3.035752845	3.727854637
TCGA.IN.8663	2.732533483	3.37773236	2.565992398	2.507078759	0	3.357021366	3.727397744	2.743343162	3.519660567
TCGA.IN.A6RI	3.176691116	3.549219235	1.9888537	3.281631897	2.418809847	3.215648952	3.489347203	3.505342084	3.516223315
TCGA.IN.A6RJ	3.260918911	3.401877934	2.454957808	2.909829047	0	3.017028876	3.441534858	2.494832977	3.746584571
TCGA.IN.A6RL	3.744751627	3.463904845	2.493232851	2.401728389	1.868352934	3.37894603	3.564821548	2.800857396	3.589271275
TCGA.IN.A6RN	3.345791519	3.449848308	2.618870851	3.357072939	1.629457226	3.353762716	3.594714215	3.449528206	3.456125593
TCGA.IN.A6RR	3.395019007	3.524257209	2.362090163	2.496208803	1.15141744	3.339328441	3.57883253	2.627922668	3.570705152
TCGA.IN.A6RS	2.721647904	3.434324825	1.759939207	2.855481657	1.497216263	3.415547033	3.526179996	2.721647904	3.615939904
TCGA.IN.A7NR	3.539293433	3.371979359	2.87368237	2.801548045	0	3.270148922	3.513109656	2.840291994	3.632092779
TCGA.IN.A7NT	2.668847187	3.351118825	2.793356665	2.983030381	1.920048346	3.366706265	3.533045658	2.769047931	3.777272274
TCGA.IN.A7NU	3.379467702	3.466374741	2.7637599	2.806244375	0	3.375730015	3.605118801	2.869015433	3.670438492
TCGA.IN.AB1V	3.214024923	3.379839186	2.366247771	3.035969949	0.571477797	3.145112544	3.577941312	3.213155288	3.719105513
TCGA.IN.AB1X	3.078980566	3.451347588	2.378690725	3.089681609	0.462879108	3.238760379	3.515363489	2.857363265	3.48417183
TCGA.IP.7968	2.881554371	3.395804716	3.008900163	2.846621077	0	3.27723685	3.696014041	2.932829626	3.697762209
TCGA.KB.A6F7	3.645968118	3.487460972	2.318257129	3.238013037	1.713136316	3.427527068	3.599226115	3.590123795	3.641471286
TCGA.KB.A93G	3.016794975	3.456862377	2.888546862	3.193283853	1.336292794	3.346512148	3.55183847	3.244425829	3.620320958
TCGA.KB.A93H	2.671100594	3.312375876	1.903620682	3.273019994	1.017487685	3.279746553	3.464560901	2.26296563	3.463538602
TCGA.KB.A93J	2.997940959	3.539411074	1.878516197	2.750434842	2.200956581	3.370861863	3.542153395	3.5091332	3.56700102
TCGA.MX.A5UG	3.566208023	3.428174022	3.113957739	3.017412961	1.183142408	3.28055919	3.677909498	3.249510978	3.654446008
TCGA.MX.A5UJ	3.362434865	3.349822586	2.823531744	2.907129424	1.778879807	3.281578914	3.526505777	3.069076184	3.599956483
TCGA.MX.A663	3.807860782	3.520029004	3.138044225	3.277201103	1.525764262	3.340526519	3.641153601	3.214808943	3.722356253
TCGA.MX.A666	3.387820013	3.409260555	2.88854222	3.32649743	2.056801932	3.300714723	3.50944321	3.567672067	3.6744479
TCGA.R5.A7O7	3.334684522	3.402599702	2.430381133	2.799524003	2.573423751	3.380241509	3.543571371	2.92070298	3.571735583
TCGA.R5.A7ZE	3.518823113	3.422882918	2.435029477	2.910818189	0	3.344368694	3.496531107	2.544732498	3.702431701
TCGA.R5.A7ZF	2.574172782	3.415798478	1.287632448	3.097810987	0	3.372725107	3.529040127	3.318514342	3.604691965
TCGA.R5.A7ZI	2.610955256	3.441094252	2.349018875	2.983783545	1.15498285	3.34193043	3.520083812	3.3568993	3.61849042
TCGA.R5.A7ZR	3.289016848	3.404531852	3.142591716	3.250585248	1.458984611	3.351629011	3.353451654	3.344570859	3.454257048
TCGA.R5.A805	3.444688142	3.354707135	2.935987255	2.950299161	1.122315557	3.338153334	3.528691571	3.071357111	3.543965697
TCGA.RD.A7BS	3.647576184	3.456865135	2.885856705	3.102119962	2.546080313	3.249744349	3.565576637	3.110657266	3.651654255
TCGA.RD.A7BT	3.607810792	3.394776001	2.670858541	2.607730182	1.243422146	3.344781788	3.467399697	2.555831724	3.35695422
TCGA.RD.A7BW	3.946833905	3.61510896	3.221978252	3.290368325	2.260185959	3.378647468	3.841934763	3.406674474	3.742175959
TCGA.RD.A7C1	2.78714833	3.345519642	2.808193475	3.03924401	2.097662906	3.264678195	3.552556641	2.998698768	3.510156
TCGA.RD.A8MV	3.40503146	3.474403932	2.552777812	3.0994969	1.164408571	3.293658666	3.535481202	2.918009431	3.520735733
TCGA.RD.A8MW	3.432456855	3.452195726	3.042685338	3.245990694	1.656841427	3.236136997	3.516460885	3.38291923	3.679098044
TCGA.RD.A8N0	3.680962235	3.4148842	3.22869639	2.903412681	1.375536656	3.294327656	3.599910026	3.28019982	3.53309674
TCGA.RD.A8N1	3.741213079	3.43633337	2.573376305	3.003929102	1.497278775	3.283101303	3.560771549	3.564982293	3.510995575
TCGA.RD.A8N2	3.716265172	3.622654675	3.485023413	3.179874475	1.067818941	3.335717573	3.85821481	3.476422194	3.61822076
TCGA.RD.A8N4	3.659695042	3.584817204	3.481121818	3.112257085	2.01660292	3.358485742	3.835107505	3.465060099	3.6399994
TCGA.RD.A8N5	3.208649683	3.451487027	2.902337723	3.310592387	1.588160334	3.360166546	3.554938905	3.118488866	3.593864742
TCGA.RD.A8N6	3.857939645	3.528480371	3.351329125	3.294035874	2.131408233	3.357244136	3.755897534	3.491333334	3.61328047
TCGA.RD.A8N9	3.637355346	3.46405803	2.795910743	3.249707003	1.821642285	3.311492631	3.642829174	3.24170061	3.682427463
TCGA.RD.A8NB	3.448918553	3.438664167	2.93061481	2.81901329	1.176377602	3.284263907	3.630344306	3.095720679	3.539236285
TCGA.SW.A7EA	2.547668068	3.32706216	2.962386292	2.68784616	1.85171194	3.304176151	3.533201092	2.642042789	3.571011537
TCGA.SW.A7EB	3.655325117	3.556768733	3.023165603	3.28390942	1.952954596	3.356609459	3.534429808	3.397133832	3.605973819
TCGA.VQ.A8DT	3.061654145	3.369170076	2.411567466	2.632382831	1.500746047	3.345937998	3.599156104	2.651672872	3.515147832
TCGA.VQ.A8DU	3.525209517	3.500916252	2.787694108	3.175316469	2.05029511	3.413803964	3.622359677	2.959183256	3.651853332
TCGA.VQ.A8DV	3.097457072	3.513378694	2.203129457	3.275731941	0	3.434688628	3.639558823	3.699458123	3.715111412
TCGA.VQ.A8DZ	3.519249368	3.337588787	2.771932011	3.319331485	0.980811011	3.358480367	3.507491692	3.536329144	3.669937468
TCGA.VQ.A8E0	3.562716909	3.246210165	2.978961661	3.018878805	1.736856029	2.898047588	3.533387987	3.432346042	3.469793608
TCGA.VQ.A8E2	3.618980094	3.440644521	3.223033742	3.266581485	1.634378568	3.373871872	3.55601936	3.517101423	3.617291682
TCGA.VQ.A8E3	2.565840434	3.466957076	2.364271528	2.570655187	1.754607053	3.355514524	3.530823572	2.707027563	3.551691179
TCGA.VQ.A8E7	3.179494492	3.452730488	2.606093356	2.7569022	1.267056272	3.282157418	3.668678511	2.851118389	3.696651195
TCGA.VQ.A8P2	2.572859535	3.13266399	2.082849504	2.315171618	1.277906427	2.661796239	3.57518652	2.427166063	3.70975483
TCGA.VQ.A8P3	3.217007426	3.3709048	2.978338613	2.656187263	0.948897375	3.094994126	3.663193882	2.845999789	3.579068629
TCGA.VQ.A8P5	3.166544369	3.335044403	2.871377477	2.871377477	2.249476051	3.3553608	3.60355823	2.948528331	3.624193579
TCGA.VQ.A8P8	3.512533465	3.41428122	2.877104346	2.730168999	1.555842635	3.229461719	3.593572982	3.071040268	3.554743725
TCGA.VQ.A8PB	2.534489726	3.34825442	2.503790113	2.839790507	0.999739773	3.00785534	3.597573041	2.792861107	3.571782743
TCGA.VQ.A8PC	3.327000777	3.399128538	2.833096297	3.053662194	1.260492871	3.224964986	3.676169499	3.069139061	3.567861292
TCGA.VQ.A8PD	3.004565506	3.433140093	2.765832681	2.873155231	1.463401706	3.251333418	3.629799648	3.154735427	3.571350576
TCGA.VQ.A8PE	3.535687131	3.419891052	2.172620634	3.239611862	0.422776924	3.351324773	3.54327496	2.776157032	3.725445373
TCGA.VQ.A8PF	3.451760451	3.472811406	2.570038525	3.154863737	1.452455609	3.351668	3.562093644	2.997208537	3.613933357
TCGA.VQ.A8PH	3.2804834	3.550378722	3.249686738	3.270530146	1.87121058	3.398618297	3.525465764	2.565006078	3.466289053
TCGA.VQ.A8PJ	3.94808385	3.364091607	2.398710032	3.195258041	1.34703729	3.318097875	3.463439808	3.120985584	3.581630228
TCGA.VQ.A8PK	3.511182345	3.509801642	3.10300935	3.140768038	2.313263896	3.3916186	3.448768718	2.831522113	3.652914972
TCGA.VQ.A8PM	3.318344892	3.518071637	2.996217427	3.266468551	2.449887145	3.403848316	3.540377316	3.402040059	3.616943422
TCGA.VQ.A8PO	2.568639193	3.343057722	2.607319383	2.914087791	1.515096763	3.253392357	3.503242941	2.853156807	3.489622584
TCGA.VQ.A8PP	3.021101895	3.367860584	2.832857805	2.911590196	2.052237043	3.262744559	3.555338748	2.935858829	3.605465608
TCGA.VQ.A8PQ	3.576408688	3.504878943	2.9084964	2.995813851	1.348913954	3.261795027	3.650286785	3.20921003	3.582619679
TCGA.VQ.A8PU	2.842464298	3.290777481	2.395791822	2.372198788	0	3.331787477	3.664944575	2.652378408	3.524818744
TCGA.VQ.A8PX	2.764416854	3.360430999	2.238024488	2.758244683	1.948700859	3.238042803	3.540246572	3.313287616	3.405689715
TCGA.VQ.A91A	2.829028895	3.434624566	2.795139757	3.127388948	0.743229014	3.285280917	3.480668406	3.069089912	3.619463999
TCGA.VQ.A91D	2.689443158	3.37122356	2.492826599	2.861203676	1.867808077	2.971147973	3.569021308	2.827540638	3.714371483
TCGA.VQ.A91E	2.792773408	3.376337557	2.162617018	2.2836585	1.294526274	3.280883073	3.516281237	2.785533221	3.519022312
TCGA.VQ.A91K	3.16532692	3.424776683	2.864976756	2.895408035	1.796908155	2.924508028	3.586040204	2.88198065	3.617777523
TCGA.VQ.A91N	3.137504856	3.421244905	2.502191904	3.019449263	2.756354211	3.237362955	3.679993407	3.528241739	3.59944918
TCGA.VQ.A91Q	3.09024073	3.303337411	2.649700161	3.223285584	2.088313438	3.319033974	3.587791314	3.278063659	3.620825568
TCGA.VQ.A91S	3.070993754	3.499940989	2.180863429	3.231676355	0	3.25278546	3.653236107	2.68256662	3.693326494
TCGA.VQ.A91U	3.560727187	3.309011262	2.129025378	2.652862976	0	3.338858111	3.576077228	2.789727704	3.610080995
TCGA.VQ.A91V	3.21340944	3.28693756	2.404771631	2.707468773	0	3.409508008	3.661044529	2.584430813	3.454763597
TCGA.VQ.A91W	2.419253172	3.478651856	2.116026319	2.829306428	0.388915854	3.403695388	3.592158117	2.783648574	3.620181201
TCGA.VQ.A91X	3.011818515	3.546816355	3.174734538	1.712560326	1.131419109	3.31281661	3.567564234	2.321013601	3.618979632
TCGA.VQ.A91Y	3.822947324	3.51117066	3.174979	3.119730253	1.622615034	3.258901946	3.764766703	3.335933906	3.635606951
TCGA.VQ.A91Z	2.535115923	3.331100516	2.065406085	2.204849063	2.286330207	3.358201931	3.648282107	2.328653192	3.716404017
TCGA.VQ.A922	3.443723338	3.454438131	2.97567291	2.994526603	2.18694726	3.295600189	3.581125569	3.5404404	3.761969382
TCGA.VQ.A923	3.382192998	3.41445543	2.584754286	2.679603627	1.175338483	3.31353369	3.54112608	3.013155384	3.455472913
TCGA.VQ.A924	3.371189101	3.321671198	2.705022413	2.801786229	0	2.902937889	3.563118253	2.859642989	3.567133013
TCGA.VQ.A925	3.169065308	3.430579057	2.718083775	3.379843566	1.261317658	3.254897739	3.670939359	2.981294657	3.549871351
TCGA.VQ.A927	3.094395667	3.423521077	2.811795634	2.757658788	1.306509145	3.252761037	3.555556676	3.212995394	3.501916348
TCGA.VQ.A928	3.727912004	3.485390562	2.978106765	3.039641554	2.134593989	3.184525632	3.729323242	3.12135187	3.605431277
TCGA.VQ.A92D	2.961053849	3.358504684	2.550560294	2.574530799	1.081225284	3.217712719	3.55469683	2.730327981	3.551729758
TCGA.VQ.A94O	3.445228426	3.415341552	2.324583897	3.279874543	1.809216323	3.398137478	3.549990486	2.765212411	3.692313309
TCGA.VQ.A94P	3.811559518	3.575417713	3.372800889	3.112088576	1.82203836	3.338105792	3.859624537	3.422839497	3.674828002
TCGA.VQ.A94R	3.671841506	3.467429342	2.8458217	2.873366793	2.389894931	2.934717138	3.537947343	2.976667926	3.689362043
TCGA.VQ.A94T	2.38407896	3.27289173	2.062260781	2.625392539	0.414391646	3.356017964	3.591958255	2.71012366	3.57053513
TCGA.VQ.A94U	3.804905652	3.496354467	2.814023142	2.734692339	2.134544288	3.304523929	3.584571582	2.859551196	3.580799337
TCGA.VQ.AA64	3.116898756	3.434956258	3.000694861	3.197725043	1.494813903	3.34171401	3.580959318	3.045022331	3.644939505
TCGA.VQ.AA68	3.016173345	3.297496586	2.018261836	2.318438646	1.514694878	3.433420736	3.623316521	2.665615875	3.670376164
TCGA.VQ.AA69	3.158329102	3.499723063	1.483844118	2.152556732	0.660057393	3.311491684	3.627909463	2.489370298	3.575334241
TCGA.VQ.AA6A	3.526638421	3.48111465	2.619833107	3.350852883	1.253012831	3.434861622	3.527307666	3.225406303	3.478537824
TCGA.VQ.AA6B	3.032021978	3.400219637	2.723679475	2.476106622	0.743774352	3.373019268	3.567912573	2.640395627	3.428093846
TCGA.VQ.AA6D	3.735904042	3.207146948	2.68992892	3.317012416	1.429146463	3.306455101	3.532318648	2.562735785	3.634936658
TCGA.VQ.AA6F	2.733408051	3.430817219	3.441722235	3.056574588	1.344110833	3.314935642	3.497050833	2.95906192	3.427234141
TCGA.VQ.AA6G	3.053106746	3.318006268	2.171511363	2.387409291	0.489910956	3.304338732	3.545511728	2.60255842	3.489727413
TCGA.VQ.AA6I	3.184332668	3.246450486	2.397519815	2.610146575	1.349361116	3.318113359	3.607317819	2.940364403	3.445810336
TCGA.VQ.AA6J	3.246331645	3.495910868	2.586311049	2.865350475	1.19207434	3.392309992	3.458463715	2.955752058	3.586339087
TCGA.VQ.AA6K	3.349810849	3.396115277	2.74566585	2.747756746	1.717613733	3.265529935	3.603600435	2.907634577	3.595096635
TCGA.ZA.A8F6	3.813447629	3.470444898	3.115589786	3.299947275	1.771405938	3.319114579	3.654444354	3.221018167	3.642195794
TCGA.ZQ.A9CR	3.008751765	3.41211779	2.657425844	3.13663956	1.505112357	3.402811906	3.513835842	3.053197273	3.604268105
