Symbol	APOD	CCDC92	CYS1	GSDME	ST8SIA5	STARD3NL	TMEM245	TSPYL5	VAT1
GSM2235847	9.669093769	9.504781977	5.750773595	8.454633773	6.309075293	8.760502189	10.77509014	7.630109234	9.285305907
GSM2235848	13.65014375	10.52585847	6.164023291	10.08336186	5.922590549	8.15640108	11.69393552	8.889794038	9.246888472
GSM2235849	11.23026208	10.17711659	5.826912135	8.938193549	6.087918558	8.656437402	10.32393106	7.721391337	8.763638548
GSM2235850	11.2547983	10.12348594	5.897459387	8.385494083	5.956039269	8.034353922	10.31299332	8.544841485	9.026104728
GSM2235851	7.490573524	9.114956944	6.149872209	7.393779048	5.816915759	8.455845173	10.4339902	8.661181491	8.981822962
GSM2235852	10.44710054	10.35302062	5.865031356	8.099125075	5.604178816	7.855972185	10.27480578	8.054135514	9.219221174
GSM2235853	8.599091104	9.827005187	5.715822765	8.520916776	5.718680502	7.679724435	9.982767734	7.079674108	8.395374343
GSM2235854	10.99547115	9.892326557	5.901057398	8.462902715	5.935370302	8.123851835	10.2555604	7.324763641	8.773497781
GSM2235855	11.1264404	10.33302617	5.749294936	7.455118386	6.426550559	8.449578753	9.75595826	8.406860829	8.359664954
GSM2235862	7.549319745	10.50372284	6.0435148	9.862558365	5.764976312	9.559024378	9.748866772	8.577857963	8.300065761
GSM2235863	14.08032303	10.11385845	5.907659904	9.780707372	6.247828475	8.643115573	10.91387381	8.130815024	8.602798468
GSM2235864	11.95957727	10.09778395	5.923913968	8.41338233	5.629991703	8.804034421	10.48610359	7.440201908	8.205701967
GSM2235865	10.42062216	8.898093396	5.876530816	8.980498202	5.640843849	8.363998177	9.920394428	9.505554971	8.606628345
GSM2235866	9.197417212	10.01067557	6.01294538	9.610553682	5.744928951	8.917444744	10.2555604	7.833287233	9.008210558
GSM2235867	11.97257726	9.767041821	6.051374893	8.825792357	6.134997045	8.649948156	10.20981892	7.812388206	8.249349409
GSM2235878	9.093224108	9.50514179	5.841957316	10.0991763	5.86598861	8.973507976	9.537541652	8.508572698	9.45449435
GSM2235879	11.42635521	9.822434511	6.075142451	9.665170868	5.818831394	8.936189566	10.16923741	8.169202091	9.152644423
GSM2235880	11.81588521	10.18474054	5.915626671	8.17486564	5.767084685	8.053858577	10.03040129	7.407034927	8.551859587
GSM2235881	10.83706967	9.710393499	5.888592516	7.952979861	5.540503592	8.663033368	9.712848129	7.446078696	7.931393106
GSM2235882	11.80638983	9.664799161	5.975784754	8.905022142	5.780645814	8.585983989	10.17017825	7.863509451	8.558278571
GSM2235883	10.69253035	9.989360237	6.082046154	8.485659184	5.53237859	8.541134762	10.03579324	7.645619208	8.958878886
GSM2235884	12.81624672	9.985878774	5.967631931	8.341277214	5.857598732	8.063925592	9.997796983	7.96235365	9.146348094
GSM2235885	7.578213401	9.717190484	6.06935197	9.156030564	6.221237261	8.323990885	9.641552644	7.318427067	9.759162254
GSM2235886	8.847376744	10.16432752	5.803337581	9.929620473	5.741830756	8.76652193	9.739523203	7.517339402	9.081800165
GSM2235887	11.08242415	9.576527581	5.73453604	9.825735361	6.100744514	8.386101261	11.01187079	7.05204806	9.724597574
GSM2235888	9.845884316	9.532824114	6.164434636	8.010060771	5.943022272	7.906588744	9.875811085	8.022240335	8.089031661
GSM2235889	8.974156989	9.89776994	5.95230669	10.10883744	5.548687185	7.256944309	9.379207738	6.886377767	10.15277319
GSM2235899	10.62952956	10.0719127	5.810975877	9.411118553	6.227792525	8.741651988	9.503672157	9.630421175	8.476662578
GSM2235900	11.91617379	9.774955968	5.767275345	8.994150415	5.683614914	8.531249505	9.463175847	8.05753199	8.518439397
GSM2235901	11.39171667	10.27287408	5.984193399	10.90281984	6.283099706	8.819775027	10.22388967	7.274651333	9.249344033
GSM2235902	13.92663245	10.8297087	6.316453538	8.980498202	6.029001764	8.657074847	11.39776787	8.842796806	8.482978159
GSM2235903	10.15084272	10.0737507	5.996739296	8.535717042	5.845378325	8.462902715	10.10326296	7.903871929	8.443926799
GSM2235904	11.21263554	9.554479857	6.046191268	10.48167444	5.829586236	8.614355936	10.25025808	7.82528992	9.752516511
GSM2235905	11.47765818	10.28771311	5.882591074	9.71880323	5.968649463	9.21147711	11.04216468	8.179176337	9.156413071
GSM2235906	9.181055739	9.008862291	5.925570293	8.68792787	5.697510752	8.979137627	9.500630311	7.265965217	8.434596794
GSM2235907	6.741507539	9.494474215	5.990450321	7.560394521	5.718764671	8.669548779	10.13108021	6.853357184	9.237220911
GSM2235908	10.69314675	9.759584643	5.843682745	8.706668724	5.809840625	8.550632792	10.97259101	7.674672574	8.856507177
GSM2235909	8.845089599	10.12731824	5.897812651	7.985643362	5.84276845	8.622732103	9.959520424	7.417688532	8.20950629
GSM2235910	8.824811345	10.3407875	5.749744001	10.39306355	6.034283236	8.973155058	9.293214845	7.555009081	8.801187323
GSM2235921	10.25794241	10.67254466	6.015734773	9.227238208	5.984874097	8.029081468	9.44729129	6.827049585	8.567201885
GSM2235922	10.44496019	9.614516624	6.070884379	10.24334241	5.84392996	7.698107294	9.788975104	7.122702114	8.917160993
GSM2235923	8.632861277	9.184784286	6.078210551	8.075295875	6.09928168	7.663698884	10.60787963	8.712835406	8.659572966
GSM2235924	9.96680053	9.771207216	5.899334101	8.436694603	6.395454346	8.101034016	10.25505928	7.429831947	8.929597702
GSM2235925	8.887874304	9.620603648	6.016141771	7.385673285	5.791945456	7.795977356	9.536401328	7.257133188	7.821376017
GSM2235926	11.67471219	10.03893921	5.861283237	9.237591554	5.780821471	8.629323672	10.08854021	7.813953523	8.503698291
GSM2235927	10.96345913	9.69354431	5.710234341	7.550316516	5.63163649	8.833144166	9.52984754	6.813084748	8.330751562
GSM2235928	8.293123458	10.09684877	5.821974207	9.05367478	5.709274776	8.545155132	10.17383849	7.406793871	8.823577557
GSM2235929	12.8978324	10.65815052	5.811458415	10.14940592	5.974862795	8.375583214	11.12277694	9.180049325	9.183773008
GSM2235930	13.55452053	10.08425383	5.659008534	8.249349409	5.790209239	7.896972743	11.05579189	7.907686054	8.914864982
GSM2235931	6.773174403	9.386578876	5.874536854	9.148811016	5.724024689	8.251570636	9.408430104	7.209419315	7.83461147
GSM2235932	6.024957547	9.343800045	6.246186769	7.78861461	6.250383952	6.259465282	9.09700994	5.81661251	9.174112909
GSM2235933	11.23709418	10.80457185	5.909873783	9.217518076	6.008653587	8.955116136	10.48220567	8.83152274	9.460459745
GSM2235934	9.484902463	9.476522231	5.970392248	8.730761198	5.711715335	9.150932523	10.08066473	7.825016937	8.834764036
GSM2235935	10.74307334	9.800978107	6.060046892	8.968838506	6.045475125	8.784364601	10.02761847	7.854396093	8.479388539
GSM2235936	9.594984677	10.5333876	6.022644744	7.712237526	5.889314831	9.226872516	10.30447919	6.974232542	8.429201717
GSM2235937	7.641034115	10.09453089	5.746506859	8.010060771	5.710474555	8.308760803	9.726579659	6.644091541	8.00233599
GSM2235938	7.994886222	9.056477387	6.048381036	7.727076184	5.712653107	9.235783319	9.209384007	6.997773028	8.522183864
GSM2235939	11.12792348	10.28319602	6.066596477	8.612796891	6.488365719	8.340955148	10.38836359	8.722515037	8.680230076
GSM2235940	11.73208002	9.842956291	6.070915323	7.981816254	5.786342965	8.215209606	10.0737507	7.906045394	8.422973786
GSM2235941	8.410466045	9.905915095	6.000830504	9.256767168	5.981073898	9.444600065	9.906369552	7.019033676	8.403957804
GSM2235942	8.258262824	9.486749829	5.884539266	7.339306958	5.847086485	8.91803001	9.421217437	6.977377203	8.087865099
GSM2235943	11.09049668	10.10515103	6.025931378	9.443124817	5.886702474	8.800546082	9.626400855	7.395605401	8.418451938
GSM2235944	12.43006063	10.8212445	5.968190998	8.996480759	5.817243976	7.830101505	10.9753663	8.646507885	8.838941214
GSM2235945	12.02738125	10.21322431	6.00700704	11.06354669	5.66128096	8.302101793	9.774955968	9.860340566	9.511251925
GSM2235946	8.576659453	9.210398105	5.859158115	9.315283485	6.245910507	7.425891479	8.554566382	6.422869286	9.391900705
GSM2235947	7.986754155	8.791088554	6.134560643	7.681762125	5.847500346	7.671790525	9.745636757	6.690167822	9.125921509
GSM2235948	13.47868693	10.38103012	6.044237052	9.543292827	6.116460209	8.524919753	10.78369585	9.147414965	9.957759477
GSM2235949	7.772712104	10.02532705	5.941386117	7.328442734	5.657182096	8.419363743	9.553365523	7.684834572	7.908758641
GSM2235950	13.41301771	11.7406355	6.010116829	9.432208853	6.045365256	8.458416702	11.53706097	9.752937843	9.541792642
GSM2235951	12.9357131	11.08380808	5.892968072	9.828669364	6.062249751	8.455236265	12.27269497	9.457877073	9.443833261
GSM2235952	6.697050458	10.0458905	5.931426825	8.754430116	5.939266087	8.10052505	9.982323962	9.947674394	8.643420503
GSM2235953	12.90734698	9.547617875	5.948747969	9.43824904	5.975542628	9.220613128	10.87228915	7.440640529	9.246542127
GSM2235954	8.64460809	9.567120851	6.181581149	7.571608829	5.859944639	8.553966293	10.20795559	7.42959574	8.395958763
GSM2235955	13.52506984	9.604264601	6.129763654	9.191419116	5.939248003	7.787826826	10.60274031	7.69420347	9.033362014
GSM2235956	7.556475317	9.095295422	6.119483047	7.508017877	5.91309897	8.389095754	9.784805331	6.676467013	9.768296254
GSM2235957	8.624627237	9.934434006	6.177487714	9.133273183	5.786406094	9.222681847	9.803540273	6.922669836	8.524919753
GSM2235958	10.87691009	10.5965328	5.959288391	9.042522701	6.21880615	8.444801519	10.61460886	8.712543494	8.816917639
GSM2235959	6.404148862	9.319663937	5.929366245	10.85241433	5.837858255	9.723317546	10.48722558	6.323393825	9.841298463
GSM2235960	6.15915664	7.917280347	6.011401883	7.84370935	6.133026556	8.564784893	9.328237817	6.645172555	8.190932203
GSM2235961	13.08566131	10.20121543	5.967544151	9.489474934	6.001226224	8.271615393	10.28216534	8.489456403	9.276904985
GSM2235962	7.615729751	10.04998907	5.933458663	10.24288611	6.108929339	8.157543769	9.119756747	7.353148739	9.114290026
GSM2235963	6.590626878	10.10566067	5.918931192	9.018439856	6.361614258	8.662127375	9.486749829	6.394979803	8.628339133
GSM2235964	10.94726646	9.918648834	5.850880307	8.405440792	5.739143279	8.649948156	9.657251591	7.632137406	8.478522529
GSM2235965	7.815801701	10.41796538	6.002185326	10.72135825	6.108287482	6.777273654	9.461233993	10.03084142	11.08166107
GSM2235966	11.33214358	10.46050647	6.072942728	8.764913799	6.207219477	8.073337628	10.16831848	8.775713501	7.906337001
GSM2235967	8.534212055	11.40303872	5.921689893	10.80399499	6.271831017	8.662127375	9.873699401	9.541792642	10.12070484
GSM2235968	6.264849723	11.84528505	6.296909332	10.24929609	6.476359193	9.434480667	11.02819354	10.63861035	8.434897069
GSM2235969	6.768842998	9.888740241	5.839335378	7.801805766	6.118403454	7.184606066	9.107678767	6.050522366	9.423181779
GSM2235970	10.37425832	10.17062334	5.980828631	8.734643985	5.996473061	7.836205401	9.642349099	8.100772596	10.21123751
GSM2235971	9.152977402	10.25360981	5.86115634	8.222307937	5.671733434	7.12250681	9.67898627	7.959375195	9.949890278
GSM2235972	6.138642608	9.363363907	5.942380851	6.740385732	5.782501547	7.724789291	9.431864122	5.969019133	10.25408014
GSM2235973	6.281840199	10.9212649	5.853441882	7.631370503	6.063334357	7.044913029	9.682865039	6.052118472	9.506320561
GSM2235974	8.8554997	9.20802772	5.961583538	10.57212775	5.849859694	7.413243744	9.435986057	6.024998723	10.89276136
GSM2235975	6.479736897	9.922954582	5.788386728	7.830362638	5.863458041	7.05242376	8.840893042	6.293444591	9.644732018
GSM2235976	6.04332717	9.635981453	5.695598618	8.204367549	5.789799942	7.149915202	9.338016533	6.007912078	9.587705829
GSM2235977	11.64626413	11.19017666	5.937858625	10.73287235	5.833457401	8.550336587	10.40291292	7.732987498	9.921287624
GSM2235978	9.754221295	10.72193323	5.768402703	8.518119048	5.719346449	9.212168963	9.381074061	7.359430237	8.353662849
GSM2235979	10.20981892	10.70370792	6.028338007	8.17202411	8.091274482	8.701685904	9.489815505	8.305896364	8.186439118
GSM2235980	8.981499666	9.827005187	5.887404829	9.91275766	5.938503123	7.838091235	9.578878366	6.674054917	9.300518424
GSM2235981	8.394096637	10.27831119	6.372145696	8.521549002	6.525876614	8.250445199	9.007902708	8.889150687	8.451910624
GSM2235982	9.272217602	9.561326576	5.859450066	8.392654895	5.628142012	8.094377658	8.950850326	7.36279606	8.936189566
GSM2235983	11.15505631	10.35620749	5.940697283	8.089903474	5.476779838	9.128386802	9.517390705	7.965470958	8.615583931
GSM2235984	10.28419792	9.625256787	5.840476009	9.824487152	6.215238467	8.565379205	9.50514179	8.499166665	8.339264609
GSM2235985	10.37530574	10.43510188	5.893652432	9.476522231	6.762277506	7.032284384	8.985818297	8.361141106	10.11525924
GSM2235986	10.29464353	10.15685236	6.011790178	7.262716614	6.098330949	8.87043245	9.300518424	6.941655484	7.775319453
GSM2235987	8.850327922	10.18665674	6.0097585	8.620270962	5.935312644	7.833786924	9.392958953	7.48630177	9.047668947
GSM2235988	9.868592956	9.602376273	5.788576192	7.123896557	5.915765946	8.26582132	9.883563448	8.190932203	8.01088682
GSM2235991	11.80289229	10.09684877	6.057428551	10.07057767	5.712923615	9.211817999	9.897362139	7.05353896	9.167399292
GSM2235992	9.673410635	9.943617257	5.95173377	8.582253814	5.919631178	7.5817841	10.20169209	7.502017308	8.852569378
GSM2235993	10.21950168	10.1429017	5.914993369	7.925323855	5.926585278	8.392654895	9.837969916	7.899571168	8.52913783
GSM2235994	8.456147875	11.22625533	6.047211804	9.830364599	5.661550577	8.366942089	11.51028717	9.857512459	8.996154401
GSM2235995	6.553097358	8.511349174	6.006541069	7.526404956	6.092355284	8.576066791	8.943570638	6.609609166	8.843130471
GSM2235996	6.189859862	9.843756905	6.037672145	7.120359305	5.784117239	6.217359224	8.142950824	6.23088716	8.541748773
GSM2235997	7.083142244	9.620603648	5.82351418	8.197982864	5.906912978	7.653262622	9.207013755	6.865572291	9.584121868
GSM2235998	9.34698469	9.101894989	6.075490124	7.58212485	5.946612949	6.50317935	10.17665162	6.719223617	10.34171676
GSM2235999	6.971306094	10.14853287	5.896073548	8.340362816	6.086670285	7.036361998	9.164160906	6.906537106	9.060603667
GSM2236000	12.82788175	9.859284964	5.905179769	10.47266693	5.739629239	7.591181333	8.582253814	7.017938393	12.48182445
GSM2236001	11.92982361	9.968105198	5.8139636	8.95922078	6.100986388	7.954995428	9.831216888	7.537343987	9.676980991
GSM2236002	8.198875164	9.67381982	6.057734771	7.329987884	6.059458284	8.502198423	9.57849523	6.348000044	7.993503802
GSM2236003	13.72446973	10.71359994	5.823798923	9.3612487	6.10966102	8.305062755	11.43336095	8.8801311	9.522871842
GSM2236004	9.421614355	10.1143176	6.001984284	8.062270326	5.6315225	8.148677909	10.21804906	6.797163677	8.833144166
GSM2236005	8.680540829	10.33607196	5.778014888	8.196247269	5.755617822	7.299912753	9.28998078	7.159030492	8.76652193
GSM2236006	8.976114579	9.02087919	6.263100759	9.147071316	5.936474195	6.330613188	10.76286855	8.659903156	7.946976787
GSM2236007	8.78500415	10.37530574	5.924743262	8.586923051	6.051449609	7.673140791	10.25505928	7.352943172	9.490588317
GSM2236008	12.60478175	10.52636145	6.155378827	8.520005873	5.787603633	7.78228422	10.96065986	8.60693973	9.381773856
GSM2236009	12.01685696	10.06595226	5.877771988	8.451344983	6.06638887	7.558905463	10.5586066	7.536440381	9.570301287
GSM2236010	10.81318552	9.868592956	5.898828353	7.228400677	5.631348611	7.970664265	10.22824627	6.826167207	8.780523887
GSM2236011	10.42716404	9.899475132	5.900527701	8.71655457	5.871771825	7.726302929	10.49324565	9.882275978	8.205140693
GSM2236012	7.896169205	9.550241483	5.913517545	9.611313252	6.007379229	9.073555053	9.836625154	10.12539119	9.033691086
GSM2236013	9.304264467	9.706006518	6.012797939	9.154315617	6.053355258	8.913265857	10.17665162	9.787301681	8.362279049
GSM2236014	5.889402756	9.018792935	6.115900365	8.235959542	6.445939237	7.686344597	10.38731115	6.496976052	8.104345973
GSM2236015	11.43956511	10.7194907	6.021862744	8.611864416	5.883203377	8.204076719	11.65845181	8.951496762	8.579769181
GSM2236016	7.575363333	9.737812155	6.180396948	9.171318037	5.875964419	8.884357082	10.39873465	6.775366679	9.130472677
GSM2236017	8.9168267	9.726579659	6.018192577	8.275933496	6.152624952	8.200022648	10.70192934	8.619666872	8.594112361
GSM2236018	7.568596338	9.212560551	6.070727326	7.874279349	5.906195809	7.918328557	9.750473413	9.068462429	7.958567965
GSM2236019	11.07801434	9.136690824	5.991759466	9.269734106	5.645315671	8.618401352	9.517777183	6.303179505	9.312166828
GSM2236020	6.708124511	9.577341553	5.953256432	7.901749082	6.182669169	8.762394215	10.30399654	6.768545358	8.070002332
GSM2236021	11.65845181	10.64086454	6.143135503	9.886123058	6.10890492	8.73819186	11.03236485	9.092561685	9.100142042
GSM2236022	10.41687974	9.93352453	5.99606939	10.72193323	6.34143382	9.234718857	10.37839078	10.12539119	9.856682435
GSM2236023	7.377340553	8.375863985	5.97269931	8.073057658	5.648720405	8.122984562	9.522051261	7.160446744	7.914087196
GSM2236024	9.11144055	9.568301075	6.064764593	8.050795771	5.870650132	7.831170844	9.856682435	7.578466948	8.153757879
GSM2236025	12.13389918	10.2473356	5.995799069	8.786629602	6.024957547	8.095473101	10.54282084	8.53185047	8.891408208
GSM2236026	13.42300925	10.32849403	6.095942767	9.722499612	5.893004826	7.883501985	11.66458754	9.114956944	7.854895956
GSM2236027	12.64068995	9.768296254	6.080493832	8.917444744	5.818710237	7.49457618	10.84978792	7.455118386	7.039012277
GSM2236028	10.49961595	7.749565349	6.16580002	8.203808518	5.754915651	9.706796196	10.02577878	6.469131357	8.905664045
GSM2236029	7.942298252	9.67300313	5.80345156	7.580628238	5.551004992	8.507072614	9.761631847	7.443494138	8.773497781
GSM2236030	10.41796538	9.396180426	5.902893282	8.096859868	5.785224065	8.554566382	9.629616045	7.379123498	8.115330819
GSM2236031	13.23447573	9.894010779	5.863748514	9.538721041	6.007718827	7.984797307	10.65815052	8.871694128	8.923323653
GSM2236032	7.518996057	9.723750524	5.997185088	7.449415629	5.715763933	8.270706781	10.34272348	6.828758669	8.619361005
GSM2236033	12.2205747	10.32446155	6.030479172	10.36230441	6.86671747	8.919696768	9.759584643	10.72254404	8.8554997
GSM2236034	9.755544098	9.588098149	5.828962705	8.864610001	5.89841156	7.942035979	10.30603534	7.711981151	8.905022142
GSM2236036	9.883969448	9.457495657	5.98388031	9.491745665	6.100640766	8.818828751	9.730203831	10.24380601	7.776619042
GSM2236037	11.77690859	10.63918504	5.921526494	10.60274031	5.829164121	9.366307022	10.7346495	8.104345973	9.545655319
GSM2236038	11.74929995	9.573420673	5.886694963	9.15330209	5.799958507	7.891941757	9.870726124	7.722187942	8.864956141
GSM2236039	7.364791493	9.703990654	5.997348207	8.35255903	5.956499982	9.212560551	9.184398334	7.079862653	8.559833871
GSM2236040	7.509673906	8.089031661	6.062703727	6.766717774	5.86959291	6.990924676	10.15965153	6.407387851	7.581660611
GSM2236041	12.25054875	10.47527214	5.908381816	8.086769216	6.078690841	8.871371997	10.09132147	8.128615601	9.042161839
GSM2236042	8.490929249	10.60845097	6.052159329	7.542897973	5.833667371	7.914607194	9.491379254	6.877125867	8.877806411
GSM2236043	11.02678438	9.901230214	5.960155135	8.806937561	5.877832938	8.950171642	10.14389437	8.445648455	8.787292088
GSM2236044	7.491518471	9.429882751	6.068899988	10.10464158	6.845786134	8.11704273	10.03670427	6.607573659	9.305716349
GSM2236045	11.19887218	8.415513439	6.079120347	6.710749785	5.683543856	7.496751615	10.61071715	6.081194667	6.551114508
GSM2236046	9.187240366	8.972434432	5.979543298	7.336612985	5.847557933	8.10989688	9.999950718	6.762850745	8.293972745
GSM2236047	12.2041085	10.09084694	5.877358407	9.298295869	5.914149902	7.942540053	10.08665109	8.013685295	9.174471406
GSM2236048	5.738604214	8.367546238	6.177885683	7.371603087	5.913751512	9.133587503	10.13913392	6.257255735	8.148971813
GSM2236049	10.35510268	9.377376299	5.821149567	7.861380906	6.163956961	7.602401329	10.0267376	8.643420503	7.905248618
GSM2236050	7.413959359	10.2185093	5.874415604	7.396756574	6.447037874	7.70243185	10.3094359	6.855289447	8.447441709
GSM2236051	10.74739162	9.788169682	6.113646644	8.149849902	5.932849109	8.105052714	10.80519678	8.309360953	9.089244221
GSM2236052	11.41975988	8.700115309	5.924636546	8.490929249	6.081462739	8.115876298	9.329691442	9.907259628	8.029332374
GSM2236053	9.479609479	10.19456854	6.181767015	9.390456355	5.738125515	8.031832661	11.38026177	8.736579364	8.987493365
GSM2236054	10.57717083	11.41674157	5.966033233	9.270125751	6.057651997	8.319414513	9.841298463	8.781457805	9.219932243
GSM2236055	9.728600155	11.48303399	6.070174397	9.705545178	6.04203935	8.774431654	10.26137269	9.301249036	8.227099064
GSM2236056	10.75660814	9.926496711	5.794051119	8.139576163	5.98470118	8.522183864	9.502218146	7.058414899	8.17889777
GSM2236057	11.98376995	10.9628147	5.774941603	9.283913537	6.018191076	7.858089501	10.04496761	9.432208853	9.211107102
GSM2236058	11.52096048	10.96143528	6.062837222	8.775048369	6.127916685	8.635304854	9.983244582	8.28464505	8.887233762
GSM2236059	7.974742696	10.41531668	5.997868051	9.73381119	5.877206545	8.926957916	9.541039152	7.803099104	8.780857621
GSM2236060	12.3707484	10.73652853	6.03037182	10.15133181	5.866420513	9.155335633	9.874521954	8.333400368	8.802132037
GSM2236061	12.72448154	10.65709354	5.980894054	10.31046625	6.113604069	9.342349416	9.927414231	8.28268197	8.661181491
GSM2236062	9.086496329	10.29902149	5.949171352	9.120076993	5.995906309	8.138509083	9.725826656	7.37296846	9.049666425
GSM2236063	9.387967794	10.88156775	5.920967599	9.871534268	5.793071729	8.89458743	9.432208853	7.84607891	9.02325053
GSM2236064	7.607390721	10.72428612	5.91310187	7.833543542	5.976425342	8.678334444	9.010909942	6.660363384	8.105482567
GSM2236065	10.074685	9.378470204	6.179546296	8.685941371	5.980438259	8.254739682	11.98763277	8.40745436	8.357734542
GSM2236066	9.655689037	9.274718491	6.571058779	8.267237499	6.03394485	6.527956645	11.30403896	6.812926048	8.921380605
GSM2236067	10.1838758	8.423863965	6.310573953	8.704479699	6.095738866	8.710078396	11.05790223	6.998325555	9.647883403
GSM2236068	13.08823167	10.81260341	6.242490221	9.396180426	6.043755659	8.691987447	12.48182445	9.664799161	8.710971758
GSM2236069	9.903015627	8.76652193	6.32552364	9.845884316	6.156540745	7.627033993	9.762060727	8.38486161	8.351957544
GSM2236070	5.932992649	9.378098385	6.29896537	8.029619439	6.064638158	8.145198013	11.376691	6.977217921	8.544841485
GSM2236071	7.764536608	8.804034421	6.087580771	7.434981992	5.726442142	9.029676981	10.77629178	7.040162591	8.062803752
GSM2236072	9.928299276	9.779483901	6.09269068	9.525226627	5.894874156	9.001489891	11.76340477	7.638485669	9.361952468
GSM2236073	9.026962297	11.03937373	5.897650457	9.845448873	6.289191555	8.650251783	10.11664711	10.31653798	8.912928156
GSM2236074	5.864560465	10.9662447	6.035008016	7.103702025	5.823579922	8.839948578	9.373991736	6.568608902	9.219932243
GSM2236075	10.53233888	10.83516887	5.907619847	9.005836858	6.004291766	8.377344181	10.40442012	8.262368101	8.46258901
GSM2236076	9.072218566	10.03400694	5.771629544	8.047519846	5.964403986	7.898799428	9.320377394	7.394267048	8.258262824
GSM2236077	7.808127671	9.600057089	6.217821834	7.248425389	5.708955085	8.847045796	9.927414231	7.069875791	8.257360053
GSM2236078	7.004069873	9.98494643	5.925875405	7.646407907	6.151206005	8.977098365	9.77574699	6.713240432	8.71626103
GSM2236079	7.70321538	10.39360581	5.876891478	8.324866604	5.555679593	7.500345749	10.12026601	7.138694004	8.292265971
GSM2236080	9.944500167	10.12968199	5.835131142	8.456737652	6.045562107	8.312651235	9.59263405	7.072342526	8.310853255
GSM2236082	9.165212211	10.18569075	6.209450289	7.056888302	6.089210445	8.083777349	10.05726067	8.3024215	7.725549433
GSM2236083	9.60352114	10.57041325	5.945195054	8.888857209	6.471455394	7.956373116	10.35196521	8.12780329	7.813953523
GSM2236084	9.421614355	10.33452163	5.950581	7.650958117	6.647109376	7.729901326	9.780293247	7.470733027	8.258557368
GSM2236085	9.268003177	10.15917829	5.960745385	8.397717236	5.83057316	8.939526105	9.406207735	7.886146884	7.206686939
GSM2236086	8.431305717	11.01116246	6.224380922	9.155665554	5.987326814	8.892029163	9.250017998	8.22286394	7.878338479
GSM2236087	9.167011995	9.959520424	5.977459471	8.861040367	5.878552604	8.095745534	9.520118148	7.564822395	7.29755207
GSM2236088	7.961546983	10.46311862	5.681917613	8.048606524	5.776232738	9.305004972	9.809813681	8.084067242	7.076286366
GSM2236089	9.600473893	10.46537516	5.891255242	8.998745392	5.896548681	9.644732018	9.448861109	7.968252957	6.531966427
GSM2236090	10.3407875	10.62483212	5.860039656	8.780857621	6.294019155	8.674642528	10.46368583	9.140415305	6.765116929
GSM2236091	10.66399203	10.54178703	6.140967465	8.92832458	5.772543454	9.09700994	9.302735857	8.811250017	7.464363901
GSM2236092	11.00091293	10.03178224	6.154255268	9.406207735	6.082488079	9.315641274	9.680597162	8.83347279	7.562100053
GSM2236093	10.14050557	10.37425832	5.984115195	8.490929249	5.847557933	8.821712388	9.513554922	8.2818031	7.551530158
GSM2236094	9.862558365	10.71359994	6.245140169	8.793904958	6.226398036	9.2436464	9.719202589	8.154941031	7.868014473
GSM2236095	10.38731115	10.5231817	6.092903218	9.164502325	5.863951567	8.709137082	9.674233851	8.257360053	7.310323694
